4.4465e+05,0.183,0.12048,0.1436,0.1523,0.1551,0.16511,0.15583,0.19512,0.15153,0.14418,0.15895,0.15034,0.1546,0.20087,0.1758,0.15014,0.1766,0.21154,0.16029,0.16037,0.17759,0.22678,0.18927,0.1408,0.13844,0.12436,0.1302,0.11517,0.10547,0.11023,0.13047,0.14179,0.14547,0.15422,0.14394,0.14404,0.17662,0.1266,0.12964,0.16803,0.12874,0.12448,0.13514,0.196,0.17662,0.1566,0.13646,0.26477,0.20114,0.1338,0.15266,0.18174,0.17864,0.17818,0.15397,0.19098,0.15849,0.18482,0.1966,0.17909,0.18242,0.21535,0.17491,0.14136,0.16814,0.19718,0.17616,0.16267,0.16378,0.22174,0.15901,0.1272,0.15449,0.12432,0.13884,0.13566,0.12363,0.098913,0.1306,0.15748,0.16133,0.15183,0.17147,0.1386,0.18892,0.16222,0.12961,0.14755,0.15908,0.13808,0.1523,0.16862,0.17836,0.16721,0.12921,0.2273
4.45e+05,0.23211,0.14102,0.18877,0.24087,0.22116,0.24576,0.22457,0.21851,0.20406,0.19334,0.26986,0.22203,0.18583,0.28872,0.25556,0.17804,0.25988,0.25838,0.24171,0.20751,0.21531,0.29761,0.23009,0.13223,0.18048,0.14764,0.1214,0.12617,0.11398,0.11125,0.1524,0.1672,0.1859,0.16124,0.14272,0.13238,0.20948,0.16881,0.1204,0.16103,0.1748,0.16304,0.18905,0.15339,0.16252,0.1946,0.14187,0.35098,0.22054,0.12719,0.19383,0.19464,0.20046,0.18999,0.20808,0.22432,0.16189,0.15993,0.22174,0.19653,0.15746,0.27909,0.2442,0.15056,0.22718,0.27572,0.20002,0.18213,0.2039,0.23909,0.17574,0.14365,0.18829,0.13777,0.13097,0.14211,0.11139,0.10742,0.1525,0.15508,0.18332,0.16516,0.15638,0.13206,0.24236,0.18725,0.11716,0.14452,0.15862,0.13594,0.14622,0.15716,0.15805,0.16292,0.14039,0.26152
5.547e+05,0.2158,0.12899,0.17105,0.21248,0.16952,0.2163,0.22539,0.14866,0.15261,0.16861,0.15109,0.17877,0.19534,0.22569,0.19855,0.16865,0.2567,0.33636,0.23257,0.23187,0.24027,0.31604,0.25913,0.14981,0.14809,0.12288,0.10747,0.11505,0.11225,0.1208,0.16412,0.19499,0.13822,0.13878,0.1409,0.15523,0.20525,0.16647,0.14621,0.19068,0.1326,0.16004,0.21451,0.16177,0.18689,0.19971,0.15219,0.32059,0.18906,0.12522,0.18403,0.19554,0.16255,0.17579,0.21159,0.17071,0.15139,0.14168,0.16675,0.14663,0.16636,0.17906,0.15906,0.14338,0.23381,0.29683,0.20277,0.20592,0.21675,0.27362,0.2162,0.16593,0.1475,0.14353,0.11437,0.12012,0.1117,0.11974,0.17019,0.1944,0.13654,0.13565,0.16445,0.15716,0.15618,0.14052,0.11851,0.15382,0.12631,0.14578,0.17296,0.16115,0.1704,0.17711,0.1593,0.30742
5.5476e+05,0.26507,0.122,0.15768,0.25588,0.23008,0.20592,0.21848,0.16712,0.20202,0.18672,0.21774,0.20001,0.16723,0.23132,0.20637,0.1457,0.26721,0.28723,0.23828,0.20346,0.18815,0.27393,0.17997,0.14178,0.17196,0.10246,0.1207,0.13883,0.11877,0.11548,0.16912,0.18287,0.15457,0.14863,0.13609,0.1307,0.22634,0.15316,0.11279,0.1316,0.14887,0.16459,0.17613,0.15312,0.16739,0.18916,0.14964,0.3405,0.26208,0.14308,0.1412,0.1971,0.22063,0.20711,0.14912,0.1568,0.14971,0.14365,0.16291,0.15421,0.11727,0.23652,0.16283,0.12257,0.16963,0.21818,0.16958,0.13626,0.14976,0.21825,0.137,0.12772,0.17767,0.11211,0.12634,0.13583,0.11687,0.096869,0.14363,0.17615,0.14462,0.13647,0.099499,0.10801,0.22497,0.12857,0.097955,0.10766,0.18293,0.14385,0.12654,0.14191,0.13686,0.14609,0.13429,0.23038
5.5515e+05,0.19209,0.12072,0.12471,0.15427,0.16952,0.17469,0.14501,0.18559,0.14179,0.13863,0.18717,0.15783,0.17203,0.24623,0.20633,0.17885,0.1842,0.23401,0.18524,0.17818,0.19809,0.27029,0.2372,0.15223,0.17073,0.098678,0.12068,0.10674,0.09432,0.10119,0.14303,0.17746,0.1603,0.21985,0.15808,0.15584,0.26953,0.17658,0.13966,0.19514,0.13353,0.12173,0.13598,0.14028,0.14811,0.14034,0.15194,0.37081,0.19649,0.12225,0.13143,0.15321,0.1977,0.16361,0.14544,0.19065,0.16356,0.17797,0.24219,0.20658,0.15945,0.22869,0.23265,0.1745,0.18441,0.24968,0.19376,0.17475,0.18106,0.26604,0.25116,0.15058,0.16569,0.09453,0.13233,0.12097,0.10762,0.10293,0.14409,0.16154,0.15911,0.18232,0.18053,0.16059,0.20523,0.18822,0.14668,0.19735,0.16272,0.14718,0.1464,0.16694,0.16872,0.16352,0.15495,0.30232
6.6451e+05,0.20322,0.13047,0.18118,0.18424,0.18518,0.17984,0.19746,0.20809,0.18093,0.18988,0.20963,0.2161,0.23716,0.26802,0.24739,0.26242,0.24647,0.29596,0.22489,0.21944,0.23663,0.30603,0.26632,0.19626,0.15813,0.14808,0.12992,0.13577,0.12042,0.1234,0.17596,0.21147,0.15849,0.17312,0.17696,0.17465,0.23853,0.18376,0.17787,0.18104,0.15206,0.15402,0.16082,0.17563,0.16302,0.17211,0.18193,0.33913,0.20918,0.14371,0.19236,0.21644,0.20744,0.20009,0.2041,0.22403,0.21625,0.20145,0.25648,0.22034,0.21391,0.287,0.26204,0.20405,0.25191,0.28351,0.21066,0.20813,0.21571,0.28078,0.24496,0.18956,0.17196,0.13711,0.14408,0.12468,0.1081,0.12156,0.17054,0.20864,0.15704,0.18894,0.19975,0.16918,0.21857,0.21201,0.18073,0.16551,0.18509,0.15893,0.18154,0.18603,0.17353,0.18043,0.17885,0.28708
6.6490e+05,0.23464,0.12824,0.23767,0.21519,0.17108,0.17786,0.17025,0.18813,0.18831,0.19009,0.1906,0.19091,0.17496,0.20157,0.20727,0.18384,0.18544,0.2459,0.17739,0.1816,0.18524,0.2135,0.17127,0.13967,0.21962,0.14854,0.17576,0.15284,0.12899,0.10461,0.13518,0.15474,0.16964,0.18238,0.14408,0.14123,0.2064,0.15655,0.14159,0.13035,0.14185,0.13632,0.1362,0.17099,0.16363,0.17246,0.1482,0.25628,0.25129,0.16668,0.25767,0.24344,0.19885,0.21029,0.20146,0.20362,0.26544,0.22407,0.25082,0.25155,0.19171,0.2235,0.25518,0.19572,0.2143,0.24595,0.20542,0.17755,0.18708,0.2413,0.21391,0.14197,0.21252,0.17934,0.17811,0.15974,0.13837,0.11017,0.14212,0.17793,0.18283,0.20938,0.16452,0.15325,0.22617,0.19864,0.15843,0.16436,0.19089,0.25771,0.17138,0.21476,0.18157,0.19433,0.13593,0.27781
6.6491e+05,0.26614,0.12815,0.22005,0.22856,0.21383,0.2095,0.22464,0.19872,0.20053,0.18941,0.22825,0.2314,0.18873,0.27576,0.23444,0.19768,0.24541,0.28536,0.21163,0.19543,0.19081,0.25369,0.20962,0.15224,0.23032,0.14659,0.15311,0.16321,0.13823,0.1259,0.18384,0.1878,0.18445,0.18903,0.1948,0.16082,0.28728,0.18822,0.1619,0.18556,0.18741,0.15591,0.15503,0.17206,0.15755,0.16676,0.1661,0.33358,0.25574,0.14975,0.20741,0.2313,0.21704,0.242,0.21958,0.2015,0.21428,0.21195,0.22237,0.24638,0.21387,0.27924,0.23501,0.1881,0.25079,0.32115,0.21833,0.21863,0.23046,0.26873,0.21791,0.15396,0.21852,0.12848,0.18118,0.15026,0.1329,0.11514,0.16152,0.18597,0.18871,0.1755,0.17787,0.15627,0.33744,0.18769,0.15816,0.17115,0.18302,0.18224,0.18172,0.18623,0.17176,0.19397,0.15965,0.28157
6.65e+05,0.25499,0.13565,0.21214,0.22084,0.19298,0.20373,0.22878,0.20534,0.21053,0.20076,0.24234,0.23018,0.20919,0.29221,0.26407,0.20868,0.24696,0.2887,0.20703,0.21293,0.22304,0.284,0.23506,0.19272,0.22511,0.18766,0.18878,0.1525,0.13852,0.12295,0.16676,0.19295,0.20552,0.17176,0.14772,0.16449,0.26119,0.18972,0.15005,0.16193,0.15908,0.16735,0.18632,0.18305,0.17866,0.19595,0.17656,0.31864,0.23821,0.14768,0.20664,0.2113,0.19076,0.22183,0.20977,0.21183,0.18661,0.18021,0.20956,0.20902,0.18363,0.23532,0.23798,0.18358,0.22956,0.28201,0.17643,0.19051,0.20096,0.25386,0.20128,0.18027,0.2486,0.17199,0.20709,0.15448,0.13159,0.12808,0.16899,0.19233,0.18288,0.1876,0.13785,0.16005,0.23292,0.18779,0.14574,0.17944,0.19258,0.15523,0.1635,0.15127,0.1638,0.17564,0.17932,0.27058
6.6500e+05,0.19102,0.10169,0.15215,0.17727,0.15782,0.17101,0.17595,0.20448,0.14834,0.15105,0.17332,0.16566,0.15927,0.22484,0.18337,0.14705,0.21523,0.26957,0.18786,0.17955,0.18213,0.26413,0.20159,0.15492,0.17649,0.10178,0.13112,0.10147,0.096054,0.11414,0.16022,0.17886,0.14809,0.12398,0.12354,0.14448,0.19503,0.12453,0.12019,0.16892,0.14391,0.13633,0.1472,0.15752,0.14472,0.16242,0.17595,0.2965,0.18915,0.11938,0.14587,0.15835,0.17507,0.17585,0.17921,0.17849,0.16673,0.14932,0.17281,0.16764,0.16314,0.19046,0.18906,0.15708,0.20663,0.27152,0.17211,0.18402,0.19798,0.26333,0.22717,0.15142,0.15381,0.12861,0.12591,0.10892,0.10221,0.10821,0.15254,0.17962,0.15013,0.13551,0.12114,0.14045,0.15925,0.14098,0.11153,0.1668,0.15263,0.13333,0.13877,0.15784,0.15203,0.15977,0.15733,0.28375
